c_classid;c_instanceid;c_price;c_offers;c_popularity;c_rarity;c_quality;c_heroid;c_slot;c_market_name;c_name_color;c_pop
1229847803;188530170;6300;2;0;"Армейское качество";"Закаленное в боях";19;StatTrak™;"StatTrak™ Tec-9 | Песчаная буря (Закаленное в боях)";CF6A32;281
1229859806;188530139;10590;1;0;"Армейское качество";"Немного поношенное";19;Обыч.;"Five-SeveN | Паслен (Немного поношенное)";D2D2D2;326
1229861956;188530139;1500000;1;0;Ширпотреб;"После полевых испытаний";3;Сувенирный;"Сувенирный P90 | Гроза (После полевых испытаний)";FFD700;1
1229861975;480085569;25500;1;0;Запрещенное;"Немного поношенное";17;Обыч.;"M4A1-S | Чистая вода (Немного поношенное)";D2D2D2;1000
1229873097;188530139;14320;3;0;"Промышленное качество";"Закаленное в боях";3;Сувенирный;"Сувенирный MAC-10 | Пальма (Закаленное в боях)";FFD700;218
1229879454;480085569;100000;1;0;Засекреченное;"Немного поношенное";47;Обыч.;"AWP | Красная линия (Немного поношенное)";D2D2D2;939
1229883651;188530139;35061;1;1;"Промышленное качество";"После полевых испытаний";17;Сувенирный;"Сувенирный AK-47 | Африканская сетка (После полевых испытаний)";FFD700;1146
1229885181;188530139;3599;1;0;Ширпотреб;"После полевых испытаний";47;Сувенирный;"Сувенирный SCAR-20 | Гроза (После полевых испытаний)";FFD700;258
1229897100;188530139;3599;1;0;Ширпотреб;"После полевых испытаний";47;Сувенирный;"Сувенирный SCAR-20 | Гроза (После полевых испытаний)";FFD700;258
1229898459;302028390;1500;1;2;"Промышленное качество";"После полевых испытаний";17;Обыч.;"AK-47 | Африканская сетка (После полевых испытаний)";D2D2D2;304
1229940295;188530139;8844;1;0;"Армейское качество";"Немного поношенное";17;Обыч.;"AK-47 | Элитное снаряжение (Немного поношенное)";D2D2D2;364
1229950082;188530170;11000;1;0;"Армейское качество";"После полевых испытаний";19;StatTrak™;"StatTrak™ Tec-9 | Айзек (После полевых испытаний)";CF6A32;909
1229967855;302028390;8400;1;2;"Промышленное качество";"После полевых испытаний";19;Обыч.;"Desert Eagle | Ночная буря (После полевых испытаний)";D2D2D2;311
1229979831;302028390;5550;1;2;Ширпотреб;"Немного поношенное";19;Обыч.;"Tec-9 | Бамбуковые заросли (Немного поношенное)";D2D2D2;311
1230013780;302028390;54630;2;0;"Армейское качество";"Немного поношенное";19;Обыч.;"Tec-9 | Терраса (Немного поношенное)";D2D2D2;567
1230039535;188530139;45000;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Красная линия (После полевых испытаний)";D2D2D2;1000
1230056330;188530139;130200;1;0;Засекреченное;"Немного поношенное";47;Обыч.;"AWP | БАХ (Немного поношенное)";D2D2D2;1146
1230091508;480085569;11810179;1;0;Тайное;"Прямо с завода";47;Обыч.;"AWP | История о драконе (Прямо с завода)";D2D2D2;1000
1230142526;188530139;6900;1;0;"Армейское качество";"После полевых испытаний";17;Обыч.;"AK-47 | Элитное снаряжение (После полевых испытаний)";D2D2D2;240
1230191347;188530139;104900;1;0;"Промышленное качество";"После полевых испытаний";19;Сувенирный;"Сувенирный Five-SeveN | Апельсиновая корка (После полевых испытаний)";FFD700;52
1230216225;188530139;5800;1;1;"Армейское качество";"После полевых испытаний";19;Обыч.;"USP-S | Нержавейка (После полевых испытаний)";D2D2D2;921
1230232820;188530170;119000;1;0;Запрещенное;"После полевых испытаний";17;StatTrak™;"StatTrak™ AK-47 | Синий ламинат (После полевых испытаний)";CF6A32;540
1230242442;302028390;6300;2;0;Ширпотреб;"После полевых испытаний";19;Обыч.;"P250 | Кимоно цвета мяты (После полевых испытаний)";D2D2D2;78
1230348335;188530139;36900;1;2;Засекреченное;Поношенное;17;Обыч.;"AK-47 | Красная линия (Поношенное)";D2D2D2;971
1230381823;302028390;6300;2;0;Ширпотреб;"После полевых испытаний";19;Обыч.;"P250 | Кимоно цвета мяты (После полевых испытаний)";D2D2D2;78
1230414484;188530139;35000;1;1;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Красная линия (После полевых испытаний)";D2D2D2;993
1230434502;302028390;6600;2;0;"Промышленное качество";"Закаленное в боях";17;Обыч.;"M4A4 | Пиксельный камуфляж «Город» (Закаленное в боях)";D2D2D2;45
1230535943;188530170;15500;1;0;"Армейское качество";"После полевых испытаний";3;StatTrak™;"StatTrak™ P90 | Война в пустыне (После полевых испытаний)";CF6A32;1002
1230539183;0;6889;1;0;"Промышленное качество";"После полевых испытаний";19;Обыч.;"Glock-18 | Песчаные дюны (После полевых испытаний)";D2D2D2;539
1230623892;480085569;6500000;1;0;Тайное;"Прямо с завода";17;Обыч.;"AK-47 | Огненный змей (Прямо с завода)";D2D2D2;1000
1230674626;188530139;6900;1;0;"Армейское качество";"Прямо с завода";19;Обыч.;"P250 | Валентность (Прямо с завода)";D2D2D2;293
1230682089;188530139;52000;1;0;Тайное;"Немного поношенное";17;Обыч.;"M4A4 | Дождь из пуль (Немного поношенное)";D2D2D2;1000
1230716930;188530139;170000;1;0;Тайное;"Немного поношенное";17;Обыч.;"M4A1-S | Скоростной зверь (Немного поношенное)";D2D2D2;1000
1230799649;302028390;3390;1;1;Ширпотреб;"После полевых испытаний";19;Обыч.;"Tec-9 | Армейская сетка (После полевых испытаний)";D2D2D2;23
1230850875;188530139;26400;1;0;Засекреченное;"После полевых испытаний";19;Обыч.;"USP-S | Кайман (После полевых испытаний)";D2D2D2;761
1230881092;188530170;14000;1;0;Запрещенное;"После полевых испытаний";17;StatTrak™;"StatTrak™ AUG | Закрученный (После полевых испытаний)";CF6A32;1078
1230982439;480085569;249900;1;0;Запрещенное;"Немного поношенное";19;Обыч.;"Tec-9 | Ядерная угроза (Немного поношенное)";D2D2D2;1154
1230999682;480085569;264100;1;0;Засекреченное;"Прямо с завода";19;Обыч.;"Desert Eagle | Гипнотический (Прямо с завода)";D2D2D2;171
1231003643;302028390;1550;1;1;Ширпотреб;"После полевых испытаний";19;Обыч.;"Tec-9 | Пиксельный камуфляж «Город» (После полевых испытаний)";D2D2D2;50
1231010367;188530139;2900;1;0;Ширпотреб;"После полевых испытаний";3;Сувенирный;"Сувенирный P90 | Гроза (После полевых испытаний)";FFD700;558
1231102731;188530139;6900;1;1;"Армейское качество";"Прямо с завода";19;Обыч.;"P250 | Валентность (Прямо с завода)";D2D2D2;256
1231117102;188530170;59900;1;0;"Армейское качество";"Прямо с завода";17;StatTrak™;"StatTrak™ AK-47 | Элитное снаряжение (Прямо с завода)";CF6A32;1000
1231135762;188530139;71500;1;0;Тайное;"Закаленное в боях";17;Обыч.;"AK-47 | Вулкан (Закаленное в боях)";D2D2D2;1000
1231148277;188530324;23980;1;0;"Армейское качество";"Немного поношенное";17;StatTrak™;"StatTrak™ AK-47 | Элитное снаряжение (Немного поношенное)";CF6A32;1000
1231199444;188530139;83900;1;1;Тайное;"Немного поношенное";47;Обыч.;"AWP | Боец (Немного поношенное)";D2D2D2;953
1231205300;0;13000;1;0;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Гадюка (Немного поношенное)";D2D2D2;1000
1231301272;188530139;63600;1;0;Тайное;"Закаленное в боях";17;Обыч.;"M4A1-S | Сайрекс (Закаленное в боях)";D2D2D2;1000
1231304881;0;13500;1;0;Запрещенное;"Немного поношенное";17;Обыч.;"AK-47 | Изумрудные завитки (Немного поношенное)";D2D2D2;699
1231333790;188530139;148000;1;0;Засекреченное;"После полевых испытаний";47;Обыч.;"AWP | БАХ (После полевых испытаний)";D2D2D2;793
1231339321;188530139;36000;1;0;Тайное;"После полевых испытаний";17;Обыч.;"M4A4 | Рентген (После полевых испытаний)";D2D2D2;937
1231375136;188530139;2000;1;0;Ширпотреб;"После полевых испытаний";3;Сувенирный;"Сувенирный MAC-10 | Индиго (После полевых испытаний)";FFD700;1000
1231429000;188530139;15000;1;0;"Армейское качество";"После полевых испытаний";19;Обыч.;"Tec-9 | Айзек (После полевых испытаний)";D2D2D2;107
1231436672;188530139;89300;1;0;Засекреченное;"Прямо с завода";19;Обыч.;"USP-S | Орион (Прямо с завода)";D2D2D2;925
1231440524;0;6300;1;0;"Промышленное качество";"Немного поношенное";17;Обыч.;"M4A4 | Пиксельный камуфляж «Город» (Немного поношенное)";D2D2D2;1000
1231536890;302028390;2650000;1;0;Засекреченное;"Прямо с завода";17;Обыч.;"M4A1-S | Рыцарь (Прямо с завода)";D2D2D2;904
1231540011;188530139;6600;1;0;"Армейское качество";Поношенное;47;Обыч.;"SCAR-20 | Грот (Поношенное)";D2D2D2;77
1231569660;519977179;30000;1;0;"Армейское качество";"После полевых испытаний";17;Обыч.;"AK-47 | Черный глянец (После полевых испытаний)";D2D2D2;1000
1231572612;188530139;9500;1;0;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;1000
1231613715;902679193;10000;1;0;Запрещенное;"После полевых испытаний";17;StatTrak™;"StatTrak™ SG 553 | Пульс (После полевых испытаний)";CF6A32;1000
1231645239;188530139;25000;1;0;Запрещенное;"Немного поношенное";17;Обыч.;"M4A1-S | Чистая вода (Немного поношенное)";D2D2D2;991
1231676470;302028390;6600;2;0;"Промышленное качество";"После полевых испытаний";17;Обыч.;"SG 553 | Радиоактивные осадки (После полевых испытаний)";D2D2D2;279
1231686626;188530139;13500;1;0;Засекреченное;"Немного поношенное";19;Обыч.;"Five-SeveN | Птичьи игры (Немного поношенное)";D2D2D2;1000
1231706145;188530139;161673;1;0;Тайное;"Закаленное в боях";47;Обыч.;"AWP | Азимов (Закаленное в боях)";D2D2D2;1098
1231802209;1103033019;440000;1;0;Тайное;"После полевых испытаний";17;StatTrak™;"StatTrak™ AK-47 | Аквамариновая месть (После полевых испытаний)";CF6A32;1000
1231806297;188530139;10000;1;0;Ширпотреб;"Закаленное в боях";47;Сувенирный;"Сувенирный SCAR-20 | Гроза (Закаленное в боях)";FFD700;111
1231881282;480085569;2500;1;0;"Промышленное качество";"После полевых испытаний";47;Обыч.;"AWP | Африканская сетка (После полевых испытаний)";D2D2D2;1000
1231883951;480085569;23000;1;0;Запрещенное;"Немного поношенное";17;Обыч.;"M4A1-S | Василиск (Немного поношенное)";D2D2D2;378
1231992001;188530139;7900;1;1;Запрещенное;"Немного поношенное";17;Обыч.;"M4A4 | Злобный дайме (Немного поношенное)";D2D2D2;849
1232057106;188530139;15000;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"AK-47 | Синий ламинат (После полевых испытаний)";D2D2D2;663
1232094446;188530170;349900;1;0;Тайное;"Немного поношенное";47;StatTrak™;"StatTrak™ AWP | Боец (Немного поношенное)";CF6A32;913
1232217254;519977179;10000;1;0;"Промышленное качество";"Немного поношенное";17;Обыч.;"AK-47 | Цвет джунглей (Немного поношенное)";D2D2D2;760
1232225215;188530139;38000;1;0;Тайное;"Немного поношенное";17;Обыч.;"M4A4 | Рентген (Немного поношенное)";D2D2D2;1000
1232233788;188530170;19500;1;0;"Армейское качество";"Немного поношенное";17;StatTrak™;"StatTrak™ AK-47 | Элитное снаряжение (Немного поношенное)";CF6A32;1000
1232246944;188530139;2800;1;1;Ширпотреб;"Немного поношенное";47;Сувенирный;"Сувенирный SCAR-20 | Гроза (Немного поношенное)";FFD700;814
1232262718;188530170;104382;1;0;Засекреченное;"После полевых испытаний";17;StatTrak™;"StatTrak™ AK-47 | Картель (После полевых испытаний)";CF6A32;715
1232290746;302028390;7180;1;0;Ширпотреб;"Немного поношенное";3;Обыч.;"MP7 | Астерион (Немного поношенное)";D2D2D2;435
1232397198;188530139;15000;1;0;"Армейское качество";"Прямо с завода";75;Обыч.;"Negev | Почва (Прямо с завода)";D2D2D2;45
1232464179;188530139;15000;1;0;"Армейское качество";"Немного поношенное";17;Обыч.;"AK-47 | Элитное снаряжение (Немного поношенное)";D2D2D2;207
1232497671;480085569;99000;1;0;Засекреченное;"Немного поношенное";47;Обыч.;"AWP | Красная линия (Немного поношенное)";D2D2D2;1051
1232662586;188530139;14000;1;2;Запрещенное;"Прямо с завода";47;Обыч.;"AWP | Бог червей (Прямо с завода)";D2D2D2;717
1232757632;188530139;5500;1;0;"Армейское качество";Поношенное;47;Обыч.;"SSG 08 | Пучина (Поношенное)";D2D2D2;101
1232759106;0;1900;1;0;Ширпотреб;"Немного поношенное";75;Обыч.;"Negev | Армейский блеск (Немного поношенное)";D2D2D2;39
1232817148;188530139;71900;1;0;Тайное;"Закаленное в боях";17;Обыч.;"AK-47 | Вулкан (Закаленное в боях)";D2D2D2;1003
1232830984;188530139;6922;1;0;Запрещенное;"Закаленное в боях";17;Обыч.;"FAMAS | Сержант (Закаленное в боях)";D2D2D2;318
1232903011;302028390;6900;1;0;Ширпотреб;Поношенное;3;Обыч.;"P90 | Песчаное напыление (Поношенное)";D2D2D2;13
1232952184;302028390;6600;1;0;"Промышленное качество";"После полевых испытаний";17;Обыч.;"AK-47 | Африканская сетка (После полевых испытаний)";D2D2D2;1000
1232974445;188530345;9900;1;0;"Армейское качество";"Немного поношенное";19;StatTrak™;"StatTrak™ Glock-18 | Захоронение (Немного поношенное)";CF6A32;459
1233037151;480085569;180000;1;1;Тайное;"После полевых испытаний";47;Обыч.;"AWP | Скоростной зверь (После полевых испытаний)";D2D2D2;1195
1233057802;188530139;16000;1;3;Запрещенное;"Прямо с завода";47;Обыч.;"AWP | Бог червей (Прямо с завода)";D2D2D2;647
1233072519;188530139;2000000;1;0;Тайное;Поношенное;47;Обыч.;"AWP | Азимов (Поношенное)";D2D2D2;1000
1233233385;188530139;6299;4;0;"Армейское качество";"Закаленное в боях";3;Обыч.;"P90 | Элитное снаряжение (Закаленное в боях)";D2D2D2;80
1233347175;188530139;74875;1;0;"Промышленное качество";"Прямо с завода";3;Сувенирный;"Сувенирный MAC-10 | Карамельное яблоко (Прямо с завода)";FFD700;335
1233536941;188530170;13500;1;0;Запрещенное;"После полевых испытаний";19;StatTrak™;"StatTrak™ USP-S | Страж (После полевых испытаний)";CF6A32;1000
1233557666;302028390;5000;1;0;"Промышленное качество";"После полевых испытаний";19;Обыч.;"P2000 | Мраморный гранит (После полевых испытаний)";D2D2D2;39
1233668456;302028390;6900;1;0;"Промышленное качество";"Прямо с завода";3;Обыч.;"ПП-19 Бизон | Ночные операции (Прямо с завода)";D2D2D2;40
1233820317;188530139;17000;1;0;Запрещенное;"Прямо с завода";17;Обыч.;"AK-47 | Синий ламинат (Прямо с завода)";D2D2D2;1000
1233868692;480085569;53557;1;0;Запрещенное;"Прямо с завода";19;Обыч.;"Glock-18 | Латунь (Прямо с завода)";D2D2D2;1000
1233879701;188530139;6900;1;0;"Армейское качество";"После полевых испытаний";3;Обыч.;"UMP-45 | Бунт (После полевых испытаний)";D2D2D2;36
1233879706;188530139;6900;1;0;"Армейское качество";"Закаленное в боях";3;Обыч.;"P90 | Элитное снаряжение (Закаленное в боях)";D2D2D2;72
1234015921;302028390;6300;3;0;Ширпотреб;"После полевых испытаний";3;Обыч.;"MP7 | Астерион (После полевых испытаний)";D2D2D2;362
1234136906;188530139;30000;1;0;Тайное;"После полевых испытаний";17;Обыч.;"M4A4 | Пустынная атака (После полевых испытаний)";D2D2D2;397
1234169044;188530139;15000;1;2;Запрещенное;"После полевых испытаний";17;Обыч.;"M4A1-S | Василиск (После полевых испытаний)";D2D2D2;491
1234197045;480085569;60500;1;0;Засекреченное;"После полевых испытаний";47;Обыч.;"AWP | Красная линия (После полевых испытаний)";D2D2D2;1000
1234322058;188530139;130000;1;0;"Армейское качество";"Немного поношенное";19;Сувенирный;"Сувенирный Tec-9 | Токсичность (Немного поношенное)";FFD700;925
1234330942;480085569;1000000;1;0;"Промышленное качество";"Немного поношенное";47;Обыч.;"AWP | Солнце в знаке Льва (Немного поношенное)";D2D2D2;1000
1234334176;188530170;17690;2;0;"Армейское качество";"Прямо с завода";17;StatTrak™;"StatTrak™ Galil AR | Синий титан (Прямо с завода)";CF6A32;462
1234524707;302028390;6900;1;0;Ширпотреб;"Немного поношенное";49;Обыч.;"Nova | Луна в знаке Весов (Немного поношенное)";D2D2D2;430
1234586848;188530139;6900;1;0;"Армейское качество";"После полевых испытаний";19;Обыч.;"P2000 | Слоновая кость (После полевых испытаний)";D2D2D2;67
1234810004;188530139;10000;1;0;"Армейское качество";"После полевых испытаний";19;Обыч.;"Desert Eagle | Бронзовая декорация (После полевых испытаний)";D2D2D2;27
1234820829;188530139;12000;1;0;Запрещенное;"Немного поношенное";19;Обыч.;"Tec-9 | Частица титана (Немного поношенное)";D2D2D2;597
1234825166;188530139;6600;2;0;"Армейское качество";"После полевых испытаний";17;Обыч.;"Galil AR | Песчаная буря (После полевых испытаний)";D2D2D2;115
1234846453;188530170;10000;1;0;Запрещенное;Поношенное;19;StatTrak™;"StatTrak™ CZ75-Auto | Тигр (Поношенное)";CF6A32;1000
1234988675;188530170;99000;1;0;Запрещенное;"Немного поношенное";47;StatTrak™;"StatTrak™ AWP | Бог червей (Немного поношенное)";CF6A32;406
1235033523;188530139;4121;1;0;Ширпотреб;"После полевых испытаний";49;Сувенирный;"Сувенирный Nova | Полярная сетка (После полевых испытаний)";FFD700;285
1235120115;302028390;6986;2;0;Ширпотреб;"Прямо с завода";19;Обыч.;"Dual Berettas | Терн (Прямо с завода)";D2D2D2;185
1235135348;302028390;9500;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"FAMAS | Стикс (После полевых испытаний)";D2D2D2;975
1235216587;302028390;79000;1;0;"Промышленное качество";"Немного поношенное";47;Обыч.;"AWP | Солнце в знаке Льва (Немного поношенное)";D2D2D2;484
1235222911;188530139;9000;1;1;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;639
1235303756;302028390;6900;2;0;Ширпотреб;"Прямо с завода";19;Обыч.;"CZ75-Auto | Армейский блеск (Прямо с завода)";D2D2D2;538
1235393171;188530139;6900;1;0;"Армейское качество";"Прямо с завода";3;Обыч.;"UMP-45 | Лабиринт (Прямо с завода)";D2D2D2;118
1235541362;188530170;55000;1;0;Тайное;"После полевых испытаний";17;StatTrak™;"StatTrak™ AUG | Хамелеон (После полевых испытаний)";CF6A32;802
1235715960;188530170;59900;1;1;"Армейское качество";"Немного поношенное";17;StatTrak™;"StatTrak™ M4A1-S | Кровавый тигр (Немного поношенное)";CF6A32;704
1235792015;188530248;20000;1;0;"Армейское качество";"Прямо с завода";19;StatTrak™;"StatTrak™ Desert Eagle | Бронзовая декорация (Прямо с завода)";CF6A32;1000
1235847004;188530139;48871;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"M4A1-S | Страж (После полевых испытаний)";D2D2D2;739
1236525269;188530139;16000;1;1;Запрещенное;"Прямо с завода";47;Обыч.;"AWP | Бог червей (Прямо с завода)";D2D2D2;647
1236685378;188530139;8844;2;0;"Армейское качество";"Немного поношенное";17;Обыч.;"AK-47 | Элитное снаряжение (Немного поношенное)";D2D2D2;384
1236773184;480085569;9900;1;0;Запрещенное;"Немного поношенное";19;Обыч.;"USP-S | Страж (Немного поношенное)";D2D2D2;375
1236912972;0;6900;1;0;"Промышленное качество";"После полевых испытаний";17;Обыч.;"M4A4 | Пиксельный камуфляж «Город» (После полевых испытаний)";D2D2D2;1000
1236926571;302028390;6300;1;0;Ширпотреб;Поношенное;47;Обыч.;"SCAR-20 | Наемник (Поношенное)";D2D2D2;13
1236959006;480085569;38000;1;0;Засекреченное;"Немного поношенное";17;Обыч.;"M4A1-S | Страж (Немного поношенное)";D2D2D2;1000
1237718177;188530139;10000;1;0;Запрещенное;"После полевых испытаний";47;Обыч.;"AWP | Бог червей (После полевых испытаний)";D2D2D2;1000
1237792033;188530139;690000;1;0;Тайное;"Закаленное в боях";365;★;"★ Нож-бабочка | Пиксельный камуфляж «Лес» (Закаленное в боях)";8650AC;854
1237822019;480085569;69000;1;0;Засекреченное;"Немного поношенное";17;Обыч.;"M4A1-S | Страж (Немного поношенное)";D2D2D2;637
1237835692;302028390;6300;2;0;Ширпотреб;"Прямо с завода";19;Обыч.;"Tec-9 | Армейская сетка (Прямо с завода)";D2D2D2;18
1238019388;188530139;6900;1;0;"Армейское качество";"После полевых испытаний";17;Обыч.;"AK-47 | Элитное снаряжение (После полевых испытаний)";D2D2D2;253
1238157835;0;16667;1;0;"Армейское качество";"После полевых испытаний";17;Обыч.;"M4A1-S | Смешанный камуфляж (После полевых испытаний)";D2D2D2;1000
1238339412;480085569;29800;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Красная линия (После полевых испытаний)";D2D2D2;1000
1238521885;188530139;14000;1;3;Запрещенное;"Прямо с завода";47;Обыч.;"AWP | Бог червей (Прямо с завода)";D2D2D2;709
1238974678;0;2987;2;0;"Промышленное качество";"После полевых испытаний";17;Обыч.;"M4A1-S | Северный лес (После полевых испытаний)";D2D2D2;1000
1238988907;188530139;10300;1;0;Запрещенное;"Немного поношенное";17;Обыч.;"M4A4 | Злобный дайме (Немного поношенное)";D2D2D2;660
1239400302;188530139;4900;1;0;"Армейское качество";"После полевых испытаний";19;Обыч.;"USP-S | Закрученный (После полевых испытаний)";D2D2D2;1000
1240221539;188530139;2200000;1;1;Тайное;"Прямо с завода";365;★;"★ Штык-нож | Мраморный градиент (Прямо с завода)";8650AC;1350
1240350682;188530139;27000;1;0;Тайное;"Закаленное в боях";3;Обыч.;"P90 | Азимов (Закаленное в боях)";D2D2D2;1000
1240483336;302028390;6900;1;0;Ширпотреб;"Закаленное в боях";17;Обыч.;"AUG | Гроза (Закаленное в боях)";D2D2D2;12
1240669842;480085569;9900;1;0;Запрещенное;"Немного поношенное";19;Обыч.;"USP-S | Страж (Немного поношенное)";D2D2D2;404
1240740033;188530139;10000;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"M4A1-S | Василиск (После полевых испытаний)";D2D2D2;1000
1240899065;302028390;6300;1;0;Ширпотреб;"После полевых испытаний";47;Обыч.;"G3SG1 | Оранжевое кимоно (После полевых испытаний)";D2D2D2;80
1241320715;188530139;6300;3;0;Ширпотреб;"После полевых испытаний";3;Сувенирный;"Сувенирный ПП-19 Бизон | Городская штриховка (После полевых испытаний)";FFD700;254
1241345892;302028390;6900;1;0;"Промышленное качество";"Закаленное в боях";17;Обыч.;"AK-47 | Африканская сетка (Закаленное в боях)";D2D2D2;70
1241387824;188530139;99900;1;0;Засекреченное;"Прямо с завода";47;Обыч.;"AWP | Электрический улей (Прямо с завода)";D2D2D2;903
1241403711;188530139;10000;1;0;Ширпотреб;"После полевых испытаний";47;Сувенирный;"Сувенирный G3SG1 | Полярный камуфляж (После полевых испытаний)";FFD700;173
1241403921;188530139;240000;1;0;Тайное;Поношенное;47;Обыч.;"AWP | Азимов (Поношенное)";D2D2D2;938
1241410209;188530139;6300;3;0;"Армейское качество";"После полевых испытаний";3;Обыч.;"P90 | Элитное снаряжение (После полевых испытаний)";D2D2D2;91
1241420189;188530139;12500;1;0;Запрещенное;"Немного поношенное";17;Обыч.;"M4A1-S | Василиск (Немного поношенное)";D2D2D2;782
1241582644;519977179;28000;1;0;Запрещенное;"После полевых испытаний";19;Обыч.;"P250 | Ядерная угроза (После полевых испытаний)";D2D2D2;1000
1241582947;188530170;1122685;1;1;Тайное;"После полевых испытаний";365;★;"★ StatTrak™ Нож-бабочка | Поверхностная закалка (После полевых испытаний";8650AC;1352
1241614332;480085569;65000;1;0;Засекреченное;"После полевых испытаний";19;Обыч.;"USP-S | Орион (После полевых испытаний)";D2D2D2;890
1241743596;188530139;10000;1;0;"Армейское качество";"После полевых испытаний";49;Обыч.;"XM1014 | Ртуть (После полевых испытаний)";D2D2D2;45
1241883639;188530170;890000;1;0;Тайное;"После полевых испытаний";365;★;"★ StatTrak™ Штык-нож | Ультрафиолет (После полевых испытаний)";8650AC;948
1241994715;188530139;28400;1;0;Запрещенное;"Немного поношенное";17;Обыч.;"M4A1-S | Чистая вода (Немного поношенное)";D2D2D2;855
1242119637;188530139;255000;1;0;Тайное;"После полевых испытаний";47;Обыч.;"AWP | Скоростной зверь (После полевых испытаний)";D2D2D2;863
1242178451;0;14800;1;0;Запрещенное;Поношенное;17;Обыч.;"M4A1-S | Нитро (Поношенное)";D2D2D2;746
1242266672;302028390;6900;1;0;Ширпотреб;Поношенное;19;Обыч.;"Tec-9 | Грунтовая вода (Поношенное)";D2D2D2;12
1242442716;302028390;6300;2;0;"Промышленное качество";"Закаленное в боях";19;Обыч.;"USP-S | Лесные листья (Закаленное в боях)";D2D2D2;48
1242564006;188530139;2300;1;1;Ширпотреб;"После полевых испытаний";3;Сувенирный;"Сувенирный MAC-10 | Индиго (После полевых испытаний)";FFD700;852
1242652102;188530139;8459;1;0;Ширпотреб;"После полевых испытаний";49;Сувенирный;"Сувенирный Nova | Хищник (После полевых испытаний)";FFD700;120
1242775511;188530170;10220;1;0;"Армейское качество";"Прямо с завода";3;StatTrak™;"StatTrak™ MP7 | Броня (Прямо с завода)";CF6A32;290
1242860935;302028390;1899700;1;0;Засекреченное;"Прямо с завода";17;Обыч.;"M4A1-S | Рыцарь (Прямо с завода)";D2D2D2;1291
1242996060;480085569;264002;1;0;Тайное;"Немного поношенное";17;Обыч.;"AK-47 | Вулкан (Немного поношенное)";D2D2D2;1255
1243066132;188530139;65000;1;0;Засекреченное;"После полевых испытаний";19;Обыч.;"USP-S | Орион (После полевых испытаний)";D2D2D2;893
1243118998;188530139;6922;1;0;Запрещенное;"Закаленное в боях";17;Обыч.;"FAMAS | Сержант (Закаленное в боях)";D2D2D2;318
1243126556;188530139;6900;1;0;Ширпотреб;"После полевых испытаний";49;Сувенирный;"Сувенирный MAG-7 | Гроза (После полевых испытаний)";FFD700;171
1243250666;188530139;33000;1;2;Засекреченное;Поношенное;17;Обыч.;"AK-47 | Красная линия (Поношенное)";D2D2D2;1033
1243378143;480085569;99900;1;0;"Армейское качество";"Немного поношенное";19;Обыч.;"P250 | Снежная мгла (Немного поношенное)";D2D2D2;1000
1243475385;188530170;15000;1;0;"Армейское качество";Поношенное;17;StatTrak™;"StatTrak™ AK-47 | Элитное снаряжение (Поношенное)";CF6A32;1000
1243543222;480085569;6600;2;0;"Армейское качество";"Прямо с завода";17;Обыч.;"SG 553 | Анодированная синева (Прямо с завода)";D2D2D2;152
1243573112;302028390;6900;1;0;Ширпотреб;"После полевых испытаний";3;Обыч.;"ПП-19 Бизон | Бамбук (После полевых испытаний)";D2D2D2;61
1243872748;188530139;8844;2;0;"Армейское качество";"Немного поношенное";17;Обыч.;"AK-47 | Элитное снаряжение (Немного поношенное)";D2D2D2;391
1243999807;188530170;748954;1;0;Засекреченное;"Прямо с завода";19;StatTrak™;"StatTrak™ P2000 | Океанская пена (Прямо с завода)";CF6A32;1140
1244085467;188530139;19000;1;0;Запрещенное;Поношенное;19;Обыч.;"Desert Eagle | Кровавая паутина (Поношенное)";D2D2D2;346
1244208299;480085569;17064;1;0;Запрещенное;"Прямо с завода";17;Обыч.;"M4A1-S | Василиск (Прямо с завода)";D2D2D2;1102
1244255662;188530139;5856;1;0;Ширпотреб;"Закаленное в боях";49;Сувенирный;"Сувенирный Sawed-Off | Белое напыление (Закаленное в боях)";FFD700;233
1244300378;188530139;14990;1;0;Ширпотреб;"Закаленное в боях";49;Сувенирный;"Сувенирный Nova | Хищник (Закаленное в боях)";FFD700;90
1244309486;480085569;12000;1;0;"Армейское качество";"Прямо с завода";19;Обыч.;"Tec-9 | Окостеневший (Прямо с завода)";D2D2D2;520
1244368306;480085569;10000;1;0;Запрещенное;"Немного поношенное";17;Обыч.;"AK-47 | Синий ламинат (Немного поношенное)";D2D2D2;1000
1244458469;480085569;46719;1;0;Засекреченное;"Немного поношенное";19;Обыч.;"USP-S | Орион (Немного поношенное)";D2D2D2;1000
